"","category_intercell_source","source_genesymbol","target_genesymbol"
"4949","","C4A","C5AR2"
"4950","","HRAS","AGTR1"
"4951","","LRPAP1","LDLR"
"4952","","HSP90AA1","CFTR"
"4953","","TIMP2","ITGA3"
"4954","","CPAMD8","SCTR"
"4955","","RTN4","RTN4R"
"4956","","OMG","RTN4R"
"4957","","LTB","TNFRSF1A"
"4958","","PYY","FAP"
"4959","","NPY","FAP"
"4960","","PROC","PROCR"
"4961","","PLG","PLGRKT"
"4962","","HBEGF","CD82"
"4963","","GNAI2","OPRD1"
"4964","","A2M","LRP1"
"4965","","SERPINE2","LRP1"
"4966","","MMP13","LRP1"
"4967","","MMP9","LRP1"
"4968","","PLAU","LRP1"
"4969","","LRPAP1","LRP1"
"4970","","C3","LRP1"
"4971","","C1QB","LRP1"
"4972","","C4BPA","LRP1"
"4973","","F8","LRP1"
"4974","","LPL","LRP1"
"4975","","LIPC","LRP1"
"4976","","PSAP","LRP1"
"4977","","ASIP","MC3R"
"4978","","SFTPA2","CD93"
"4979","","MBL2","CD93"
"4980","","C1QA","CD93"
"4981","","KISS1","MMP24"
"4982","","HLA-B","CANX"
"4983","","PDGFB","ART1"
"4984","","GUCA2B","GUCY2D"
"4985","","ARF1","CHRM3"
"4986","","NGF","SORT1"
"4987","","LRPAP1","SORT1"
"4988","","BDNF","SORT1"
"4989","","PSEN1","NOTCH2"
"4990","","GNAI2","MTNR1B"
"4991","","FN1","NT5E"
"4992","","BGN","TLR2"
"4993","","ZG16B","TLR2"
"4994","","RNASE2","TLR2"
"4995","","LRPAP1","SORL1"
"4996","","CP","SLC40A1"
"4997","","IGFBP4","LRP6"
"4998","","F2","ITGA2B"
"4999","","FGG","ITGA2B"
"5000","","FGA","ITGA2B"
"5001","","FGB","ITGA2B"
"5002","","IL16","GRIN2D"
"5003","","PSEN1","NOTCH3"
"5004","","GPC3","CD81"
"5005","","SERPING1","SELP"
"5006","","CD24","SELP"
"5007","","PLAU","LRP2"
"5008","","LRPAP1","LRP2"
"5009","","ALB","LRP2"
"5010","","LPL","LRP2"
"5011","","LCN2","LRP2"
"5012","","TIMP3","KDR"
"5013","","COL18A1","KDR"
"5014","","COL18A1","GPC1"
"5015","","RTN4","CNTNAP1"
"5016","","F13A1","ITGA9"
"5017","","GPC3","IGF1R"
"5018","","GNAI2","IGF1R"
"5019","","GNAI2","EGFR"
"5020","","HSP90AA1","EGFR"
"5021","","SPINK1","EGFR"
"5022","","LIN7C","HTR2C"
"5023","","PLAU","ST14"
"5024","","GNAI2","ADRA2A"
"5025","","MATN1","ITGA1"
"5026","","PLA2G10","PLA2R1"
"5027","","FGG","ITGA5"
"5028","","FGA","ITGA5"
"5029","","FGB","ITGA5"
"5030","","FBN1","ITGA5"
"5031","","COL18A1","ITGA5"
"5032","","GNAI2","LHCGR"
"5033","","GNAS","LHCGR"
"5034","","PROS1","MERTK"
"5035","","GNAI2","CXCR1"
"5036","","LTBP1","ITGB5"
"5037","","MMP1","ITGA2"
"5038","","FAT4","DCHS1"
"5039","","ASIP","MC4R"
"5040","","C4A","C3AR1"
"5041","","TAC4","TACR3"
"5042","","TAC4","TACR1"
"5043","","LRPAP1","LRP8"
"5044","","AHSG","INSR"
"5045","","F2","GP9"
"5046","","GNAI2","P2RY12"
"5047","","ASIP","MC5R"
"5048","","GNAS","VIPR1"
"5049","","PTMA","VIPR1"
"5050","","RTN4","RTN4RL1"
"5051","","PTGS2","PTGDR2"
"5052","","ASIP","MC2R"
"5053","","F10","F3"
"5054","","F7","F3"
"5055","","BMP5","HJV"
"5056","","BMP2","HJV"
"5057","","PTGS2","CAV1"
"5058","","MMP12","PLAUR"
"5059","","COL5A1","SDC3"
"5060","","F8","ASGR2"
"5061","","EDN2","KEL"
"5062","","EDN1","KEL"
"5063","","PLAU","IGF2R"
"5064","","C4A","CR1"
"5065","","B2M","CD1B"
"5066","","PSAP","CD1B"
"5067","","LTB","CD40"
"5068","","NTF4","BEX3"
"5069","","MDK","SDC4"
"5070","","CCL5","SDC4"
"5071","","BMP7","ENG"
"5072","","GDF2","ENG"
"5073","","BMP2","ENG"
"5074","","ZG16B","TLR4"
"5075","","COLQ","MUSK"
"5076","","PLTP","ABCA1"
"5077","","MEPE","PHEX"
"5078","","LRPAP1","VLDLR"
"5079","","VIM","CD44"
"5080","","NAMPT","INSR"
"5081","","CEACAM5","CD8A"
"5082","","ADGRB1","RTN4RL1"
"5083","","ADGRB1","RTN4RL2"
"5084","","APOB","ENO1"
"5085","","BMP2","RGMB"
"5086","","BMP4","CFC1"
"5087","","BMP4","RGMB"
"5088","","BMP7","HJV"
"5089","","BSG","SLC16A1"
"5090","","BSG","SLC16A7"
"5091","","C1QA","CD33"
"5092","","C1QB","CD33"
"5093","","C3","NRP1"
"5094","","C4A","NRP1"
"5095","","CADM3","CADM1"
"5096","","CRTAM","CADM1"
"5097","","CADM1","CRTAM"
"5098","","NECTIN3","CADM1"
"5099","","CCN1","SDC4"
"5100","","CD52","SIGLEC10"
"5101","","L1CAM","CD9"
"5102","","CIRBP","TREM1"
"5103","","COL18A1","PTPRS"
"5104","","COL5A3","SDC3"
"5105","","CTHRC1","ROR2"
"5106","","DNAJB11","PRTG"
"5107","","EPO","CRLF3"
"5108","","INHBB","CFC1"
"5109","","INHBB","CFC1B"
"5110","","LGI1","ADAM22"
"5111","","LGI2","ADAM22"
"5112","","LGI3","ADAM22"
"5113","","LGI3","FLOT1"
"5114","","LGI3","STX1A"
"5115","","LGI4","ADAM22"
"5116","","LTF","LRP11"
"5117","","LY86","CD180"
"5118","","MATN1","ITGB1"
"5119","","MUC2","AGR2"
"5120","","MYL9","CD69"
"5121","","MYOC","FZD1"
"5122","","OMG","TNFRSF1B"
"5123","","PDCD1LG2","RGMB"
"5124","","PROC","TEK"
"5125","","PTDSS1","JMJD6"
"5126","","PTDSS1","SCARB1"
"5127","","RTN4","S1PR2"
"5128","","SERPINF1","PLXDC1"
"5129","","SERPING1","LRP1"
"5130","","SERTAD1","AR"
"5131","","SLPI","PLSCR1"
"5132","","TOR2A","ATP5F1B"
"5133","","ZG16B","TLR6"
"5134","","ZP3","CHRNA7"
"5135","","CALM1","TRPC3"
"5136","","S100A10","TRPV6"
"5137","","FADD","FAS"
"5138","","FADD","TRADD"
"5139","","MFAP5","NOTCH1"
"5140","","MTMR4","SMAD3"
"5141","","CALM1","MYLK"
"5142","","CALM2","MYLK"
"5143","","CALM3","MYLK"
"5144","","CALM1","MYLK2"
"5145","","CALM2","MYLK2"
"5146","","CALM3","MYLK2"
"5147","","CALM1","PDE1A"
"5148","","CALM2","PDE1A"
"5149","","CALM3","PDE1A"
"5150","","CALM1","PDE1B"
"5151","","CALM2","PDE1B"
"5152","","CALM3","PDE1B"
"5153","","CALM1","PDE1C"
"5154","","CALM2","PDE1C"
"5155","","CALM3","PDE1C"
"5156","","GNAS","ADCY1"
"5157","","CALM3","GRM7"
"5158","","CALM1","GRM7"
"5159","","CALM2","GRM7"
"5160","","IRAK4","TLR4"
"5161","","MEGF10","ABCA1"
"5162","","TLN1","ITGB3"
"5163","","TLN1","ITGB5"
"5164","","C1QB","C1QBP"
"5165","","HMGB1","AGER"
"5166","","GNAS","ADRB3"
"5167","","APOA1","ABCA1"
"5168","","GSTP1","EGFR"
"5169","","CALM2","EGFR"
"5170","","CALM3","EGFR"
"5171","","CALM1","INSR"
"5172","","CALM2","INSR"
"5173","","CALM3","INSR"
"5174","","HMGB1","TLR4"
"5175","","GNAS","HTR6"
"5176","","APOB","MTTP"
"5177","","SORBS1","INSR"
"5178","","ITGB3BP","ITGB5"
"5179","","ITGB3BP","ITGB3"
"5180","","HEBP1","ADRA2A"
"5181","","HEBP1","MTNR1A"
"5182","","HEBP1","GRM7"
"5183","","VCL","ITGB5"
"5184","","VCL","ALK"
"5185","","EFNA2","EPHA10"
"5186","","TCN2","LRP2"
"5187","","TCN2","CNR1"
"5188","","TIMP1","FGFR2"
"5189","","MMP2","PECAM1"
"5190","","MMP2","CCR2"
"5191","","MMP2","FGFR1"
"5192","","PLAT","ITGAM"
"5193","","TGFB1","SMAD3"
"5194","","TGFB1","CAV1"
"5195","","NAMPT","ADORA2A"
"5196","","SERPINE1","PLAUR"
"5197","","SERPINE1","ITGB5"
"5198","","C5","ADRA2A"
"5199","","C5","MTNR1A"
"5200","","C5","GRM7"
"5201","","SELPLG","ESAM"
"5202","","FGF6","SDC4"
"5203","","GNB3","TGFBR1"
"5204","","GNB3","GABBR2"
"5205","","LTF","TFRC"
"5206","","HRG","ERBB2"
"5207","","HRG","ERBB3"
"5208","","TFPI","SDC4"
"5209","","TFPI","F3"
"5210","","APOB","CALCR"
"5211","","PROC","ITGAM"
"5212","","FGF23","PHEX"
"5213","","TNFSF10","RIPK1"
"5214","","GSTM2","RYR2"
"5215","","INHBA","SMAD3"
"5216","","PI3","PLD2"
"5217","","LYPD3","AGR2"
"5218","","BMP4","HJV"
"5219","","PSPN","GFRA3"
"5220","","TNFSF9","TRAF2"
"5221","","CD70","TNFRSF13B"
"5222","","C3","MTNR1A"
"5223","","C3","GRM7"
"5224","","C3","ADRA2A"
"5225","","C3","IFITM1"
"5226","","C3","CD81"
"5227","","GDF1","SMAD3"
"5228","","TPH1","HTR7"
"5229","","TPH1","HTR1A"
"5230","","TPH1","HTR1F"
"5231","","TPH1","HTR1D"
"5232","","TPH1","HTR2C"
"5233","","TPH1","HTR4"
"5234","","TPH1","HTR6"
"5235","","TPH1","HTR1B"
"5236","","TPH1","HTR2A"
"5237","","TPH1","HTR2B"
"5238","","TPH1","HTR5A"
"5239","","TPH1","HTR1E"
"5240","","LMAN1","MCFD2"
"5241","","APOE","CHRNA4"
"5242","","APOE","ABCA1"
"5243","","NCAN","CDH2"
"5244","","NCAN","SDC3"
"5245","","CRP","CR1"
"5246","","FST","HJV"
"5247","","CFC1","SMAD3"
"5248","","CFC1","ACVR1B"
"5249","","TGS1","RXRA"
"5250","","MMP7","SDC1"
"5251","","ADAM10","GPNMB"
"5252","","ADAM10","TSPAN5"
"5253","","ADAM10","CADM1"
"5254","","ADAM10","TSPAN14"
"5255","","LYZ","ITGAL"
"5256","","RIMS2","ABCA1"
"5257","","TIMP2","CD44"
"5258","","FARP2","PLXNA3"
"5259","","FARP2","PLXNA1"
"5260","","FARP2","PLXNA2"
"5261","","FARP2","PLXNA4"
"5262","","LAMC2","CD151"
"5263","","WNT5A","VANGL2"
"5264","","ICAM1","CAV1"
"5265","","BST1","CAV1"
"5266","","TNC","SDC4"
"5267","","EGF","CAV1"
"5268","","EGF","RHBDL2"
"5269","","NPTX2","NPTXR"
"5270","","ADAM2","CD9"
"5271","","TIMP3","CD44"
"5272","","TIMP3","MET"
"5273","","HDC","HRH1"
"5274","","HDC","HRH2"
"5275","","HDC","HRH3"
"5276","","CGN","TGFBR2"
"5277","","CGN","OCLN"
"5278","","CGN","TGFBR1"
"5279","","CALM2","KCNQ3"
"5280","","CALM2","KCNQ5"
"5281","","CALM2","ADCY8"
"5282","","CALM2","GP6"
"5283","","CALM2","SCN10A"
"5284","","CALM2","PLPP6"
"5285","","CALM2","AQP6"
"5286","","CALM2","GRM5"
"5287","","CALM2","AQP1"
"5288","","CALM2","SCN4A"
"5289","","LIN7C","ABCA1"
"5290","","LIN7C","KCNJ4"
"5291","","IL18","IL18BP"
"5292","","QDPR","DYSF"
"5293","","PIGF","FLT1"
"5294","","ADAMTS3","CCBE1"
"5295","","NODAL","SMAD3"
"5296","","PIP","AQP5"
"5297","","CALM3","KCNQ3"
"5298","","CALM3","KCNQ5"
"5299","","CALM3","ESR1"
"5300","","CALM3","RYR2"
"5301","","CALM3","GP6"
"5302","","CALM3","SCN10A"
"5303","","CALM3","AQP6"
"5304","","CALM3","GRM5"
"5305","","CALM3","AR"
"5306","","CALM3","AQP1"
"5307","","CALM3","SCN4A"
"5308","","TFF2","MUC6"
"5309","","TFF1","MUC5AC"
"5310","","S100B","AGER"
"5311","","S100A1","TRPM3"
"5312","","S100A1","RYR2"
"5313","","S100A1","RYR1"
"5314","","S100A1","TLR4"
"5315","","S100A1","AGER"
"5316","","CXCL16","GRM7"
"5317","","CXCL16","MTNR1A"
"5318","","FGF11","FGFR2"
"5319","","FGF11","FGFR1"
"5320","","ARPC5","ADRB2"
"5321","","ARPC5","LDLR"
"5322","","INHBB","SMAD3"
"5323","","TDGF1","SMAD3"
"5324","","CAMP","P2RX7"
"5325","","SPINK1","NRSN1"
"5326","","FABP5","RXRA"
"5327","","SHH","SCUBE2"
"5328","","ARF6","PLD1"
"5329","","ARF6","SMAP1"
"5330","","HSP90B1","TLR9"
"5331","","HSP90B1","TLR7"
"5332","","HSP90B1","TLR4"
"5333","","HSP90B1","TLR1"
"5334","","ANGPTL4","GPIHBP1"
"5335","","FADD","ABCA1"
"5336","","IL16","GRIN2B"
"5337","","IL16","KCNJ4"
"5338","","IL16","GRIN2A"
"5339","","HSPA4","TLR4"
"5340","","FGB","ITGB3"
"5341","","FGA","PLAUR"
"5342","","FGA","CDH5"
"5343","","FGA","ITGAD"
"5344","","NPTX1","NPTXR"
"5345","","RGMB","HJV"
"5346","","RGMB","BMPR2"
"5347","","RGMB","BMPR1B"
"5348","","F2","GP1BB"
"5349","","LPL","CD44"
"5350","","EFEMP2","AQP1"
"5351","","EFEMP2","PLSCR4"
"5352","","GNAI2","S1PR5"
"5353","","GNAI2","S1PR3"
"5354","","GNAI2","UNC5B"
"5355","","GNAI2","PTPRU"
"5356","","GNAI2","CXCR3"
"5357","","GNAI2","EDNRB"
"5358","","GNAI2","DRD2"
"5359","","GNAI2","ADCY7"
"5360","","AGTRAP","RACK1"
"5361","","PKM","CD44"
"5362","","LPA","LPAR1"
"5363","","MMP1","CD44"
"5364","","WNT11","KLRG2"
"5365","","PSEN1","CD44"
"5366","","BGN","TLR1"
"5367","","IZUMO1","CD9"
"5368","","IZUMO1","IZUMO1R"
"5369","","P4HB","MTTP"
"5370","","HSP90AA1","ITGB3"
"5371","","FGG","ITGB3"
"5372","","RTN4","GJB2"
"5373","","DMP1","PHEX"
"5374","","WNT7B","TMED5"
"5375","","ICAM4","RHAG"
"5376","","HMGB1","TLR9"
"5377","","HMGB1","CXCR4"
"5378","","HMGB1","CD163"
"5379","","FN1","DPP4"
"5380","","COL18A1","ITGB3"
"5381","","CALM1","KCNQ3"
"5382","","CALM1","GRM3"
"5383","","CALM1","CALCR"
"5384","","CALM1","GRM4"
"5385","","CALM1","CRHR1"
"5386","","CALM1","HMMR"
"5387","","CALM1","ADCYAP1R1"
"5388","","CALM1","OPRM1"
"5389","","CALM1","RYR2"
"5390","","CALM1","GLP1R"
"5391","","CALM1","SCN10A"
"5392","","CALM1","AQP6"
"5393","","CALM1","PTPRA"
"5394","","CALM1","SCN4A"
"5395","","SEMA4F","NRP2"
"5396","","GAD1","GRM4"
"5397","","ITIH2","FCER1A"
"5398","","PYY","DPP4"
"5399","","TGM2","ITGA4"
"5400","","TGM2","TBXA2R"
"5401","","PTGS2","ALOX5"
"5402","","EFNA3","EPHB6"
"5403","","EFNA3","EPHA10"
"5404","","NGF","TRPV1"
"5405","","NGF","MAGED1"
"5406","","NGF","BEX3"
"5407","","CD40LG","TRAF3"
"5408","","GNAS","GLP1R"
"5409","","GNAS","ADCY7"
"5410","","MMP9","ITGAM"
"5411","","MMP9","RECK"
"5412","","SPTAN1","PTPRA"
"5413","","PLAU","ITGAM"
"5414","","PLAU","VLDLR"
"5415","","PLAU","ITGB1"
"5416","","F10","ITGAM"
"5417","","FGF14","FGFR2"
"5418","","FGF14","FGFR1"
"5419","","ACTR2","LDLR"
"5420","","SHBG","CLDN4"
"5421","","LAMB3","CD151"
"5422","","LGALS9","SLC1A5"
"5423","","PDCD1LG2","PDCD2"
"5424","","DSCAM","DCC"
"5425","","TF","HFE"
"5426","","PTPN6","CD300LF"
"5427","","C1QTNF5","MFRP"
"5428","","HSPA8","LDLR"
"5429","","S100A10","CFTR"
"5430","","SHANK2","CFTR"
"5431","","PLAU","ITGA3"
"5432","","LGALS8","ITGA3"
"5433","","COL18A1","ITGA3"
"5434","","SLPI","CD4"
"5435","","CALM1","SCTR"
"5436","","CD70","TNFRSF17"
"5437","","CALM2","KCNQ1"
"5438","","CALML3","KCNQ1"
"5439","","CALM1","KCNQ1"
"5440","","CALM3","KCNQ1"
"5441","","RTN4","NGFR"
"5442","","OMG","NGFR"
"5443","","FAM3C","GLRA2"
"5444","","RIMS1","SLC17A7"
"5445","","KLK3","EPOR"
"5446","","S100A8","CD69"
"5447","","CXCL13","OPRD1"
"5448","","CFC1","ACVR2A"
"5449","","GPC3","LRP1"
"5450","","HSP90B1","LRP1"
"5451","","F12","CD93"
"5452","","GNAI2","S1PR4"
"5453","","TNFSF4","TRAF2"
"5454","","TNF","TRAF2"
"5455","","FADD","TRAF2"
"5456","","GSTP1","TRAF2"
"5457","","CLEC3A","CLEC10A"
"5458","","PCSK9","SORT1"
"5459","","PSAP","SORT1"
"5460","","NGF","KIDINS220"
"5461","","HDC","HRH4"
"5462","","LAMA1","NT5E"
"5463","","CALM1","MIP"
"5464","","LTA","RIPK1"
"5465","","CD14","RIPK1"
"5466","","HMGB1","TLR2"
"5467","","HSP90B1","TLR2"
"5468","","CCN6","SORL1"
"5469","","MDK","SORL1"
"5470","","ASIP","MGRN1"
"5471","","CALM1","GLP2R"
"5472","","CALM2","TRPC5"
"5473","","CALM1","TRPC5"
"5474","","CALM3","TRPC5"
"5475","","CALM1","KCNN4"
"5476","","EGF","PLD2"
"5477","","CRISP3","A1BG"
"5478","","HSPA1A","GRIN2D"
"5479","","ARPC5","LRP2"
"5480","","GPC3","LRP2"
"5481","","CUBN","LRP2"
"5482","","HSPA8","LRP2"
"5483","","ACTR2","LRP2"
"5484","","SERPINC1","GPC1"
"5485","","TGM2","ITGA9"
"5486","","AGT","ENPEP"
"5487","","CALM2","CACNA1C"
"5488","","NCAM1","CACNA1C"
"5489","","RIMS1","CACNA1C"
"5490","","CALM1","CACNA1C"
"5491","","CALM3","CACNA1C"
"5492","","SCGB1A1","LMBR1L"
"5493","","CAMP","IGF1R"
"5494","","HSP90B1","ASGR1"
"5495","","HSP90B1","ERBB2"
"5496","","HSP90AA1","ERBB2"
"5497","","MMP9","IFNAR1"
"5498","","PTPN11","FCRL4"
"5499","","PTPN6","FCRL4"
"5500","","CALM1","PTH2R"
"5501","","NRTN","GFRA3"
"5502","","GDNF","GFRA3"
"5503","","CAMP","EGFR"
"5504","","CNTF","EGFR"
"5505","","CALM1","HTR2C"
"5506","","NTNG2","LRRC4C"
"5507","","SPINT1","ST14"
"5508","","CXCL16","ADRA2A"
"5509","","SORBS1","ITGA1"
"5510","","FBN1","ITGB6"
"5511","","SFTPD","LY96"
"5512","","BGN","LY96"
"5513","","GNAS","ADCY8"
"5514","","GNAI2","ADCY8"
"5515","","CALM3","ADCY8"
"5516","","MDK","GPC2"
"5517","","PLAU","ITGA5"
"5518","","GNAS","ADCY9"
"5519","","GNAI2","ADCY9"
"5520","","PLAU","ITGB5"
"5521","","SORBS1","ITGB5"
"5522","","COL18A1","ITGB5"
"5523","","NUCB2","ERAP1"
"5524","","RIMS1","SLC18A2"
"5525","","HSPA8","ADRB2"
"5526","","ACTR2","ADRB2"
"5527","","GNAI2","S1PR1"
"5528","","CALM1","GRM5"
"5529","","GNAI2","CHRM1"
"5530","","CALM1","GP6"
"5531","","CRISP2","CATSPER1"
"5532","","SHBG","GPRC6A"
"5533","","CALM1","AQP1"
"5534","","PDX1","SLC2A2"
"5535","","CALM1","VIPR1"
"5536","","CALM1","CNGA2"
"5537","","RGMA","HJV"
"5538","","NRG1","MS4A4A"
"5539","","CCN1","CAV1"
"5540","","WNT5B","KLRG2"
"5541","","TNF","TRADD"
"5542","","SHBG","SLC37A1"
"5543","","CALM1","KCNQ5"
"5544","","PTPN6","CLEC12A"
"5545","","CALM1","FAS"
"5546","","PIGA","PIGR"
"5547","","MBL2","CALCR"
"5548","","GSTO1","RYR1"
"5549","","GCG","DPP4"
"5550","","NPPB","DPP4"
"5551","","NPY","DPP4"
"5552","","VIP","DPP4"
"5553","","ADA","DPP4"
"5554","","MMP9","TLR9"
"5555","","HRAS","TLR9"
"5556","","C1QA","CR1"
"5557","","GNAS","ADORA1"
"5558","","CEACAM16","TECTB"
"5559","","BDNF","BEX3"
"5560","","CXCL12","SDC4"
"5561","","LAMA1","SDC4"
"5562","","HSPA1A","TLR4"
"5563","","RIMS1","SLC18A3"
"5564","","PSAP","AR"
"5565","","COL8A2","SLC4A11"
"5566","","SPTBN2","PTPRA"
"5567","","NCAM1","PTPRA"
"5568","","IRAK4","TLR7"
"5569","","APOC1","VLDLR"
"5570","","CEACAM16","TECTA"
"5571","","TNF","TRPM2"
"5572","","IRAK4","TLR6"
"5573","","FGF12","FGFR1"
"5574","","VEGFC","CCBE1"
"5575","","FGF12","FGFR2"
"5576","","B2M","HFE"
"5577","","RGMA","HFE"
"5578","","VEGFA","GRIN2B"
"5579","","ENTPD1","ADORA1"
"5580","","ENTPD1","ADORA2A"
"5581","","ENTPD1","ADORA2B"
"5582","","ALB","B2M"
"5583","","ALB","FCGRT"
"5584","","ENTPD1","ADORA3"
"5585","","GDF10","BMPR2"
"5586","","PTPN6","EGFR"
"5587","","TPSAB1","F2RL1"
"5588","","PDAP1","PDGFRB"
"5589","","IL16","KCNA3"
"5590","","IL16","KCND2"
"5591","","SERPINA7","SLC16A2"
"5592","","IL16","KCND1"
"5593","","IL16","GRIN2C"
"5594","","ADCYAP1","DPP4"
"5595","","CCL26","ACKR2"
"5596","","RETN","CAP1"
"5597","","NAMPT","ITGA5"
"5598","","NAMPT","ITGB1"
"5599","","ANGPTL4","SDC4"
"5600","","MDK","NCL"
"5601","","PTN","SDC4"
"5602","","PTN","NCL"
"5603","","C4A","CR2"
"5604","","KLK3","NTRK1"
"5605","","SLURP1","CHRNB2"
"5606","","SLURP1","CHRNB4"
"5607","","SLURP1","CHRNA4"
"5608","","SLURP1","CHRNA9"
"5609","","SLURP1","CHRNA10"
"5610","","SLURP2","CHRNB2"
"5611","","SLURP2","CHRNB4"
"5612","","SLURP2","CHRNA4"
"5613","","SLURP2","CHRNA7"
"5614","","GDF9","FXYD6"
"5615","","GDF9","ORAI2"
"5616","","LRP1B","PLAUR"
"5617","","PSAP","CELSR1"
"5618","","PTN","CDH10"
"5619","","SPP1","S1PR1"
"5620","","IL12B","BOC"
"5621","","PCSK9","CD81"
"5622","","TAC1","DPP4"
"5623","","LPA","TREM2"
"5624","","SEMA3G","FCGR2A"
"5625","","LTF","TREML2"
"5626","","PSG9","DCC"
"5627","","F8","LRP2"
"5628","","PRL","ERBB2"
"5629","","LTF","IGDCC4"
"5630","","MXRA5","ILDR1"
"5631","","PAM","DPP4"
"5632","","PSG4","TNFSF8"
"5633","","LTF","BTN3A3"
"5634","","FGF1","ITGB3"
"5635","","B2M","CD1C"
"5636","","TAC1","FAP"
"5637","","BDNF","ERBB2"
"5638","","IL23A","LILRB2"
"5639","","LEP","ISLR2"
"5640","","NRG2","MOG"
"5641","","CD40LG","CD53"
"5642","","MXRA5","SCN2B"
"5643","","S100A4","ERBB3"
"5644","","MXRA5","MAG"
"5645","","HAPLN1","ADGRA2"
"5646","","BMP5","PTPRD"
"5647","","ADO","ADORA3"
"5648","","TGFA","PTPRD"
"5649","","MXRA5","PILRB"
"5650","","MXRA5","PILRA"
"5651","","SEMA3E","NRP2"
"5652","","FSTL5","CEACAM19"
"5653","","APOO","IL1RAPL2"
"5654","","AMH","GREM2"
"5655","","FSTL5","SIGLEC6"
"5656","","PLA2G2A","ERBB3"
"5657","","IGSF10","CD200R1L"
"5658","","BTN1A1","TARM1"
"5659","","CNMD","PTPRD"
"5660","","CNTN4","APLP1"
"5661","","NPY","ADRB1"
"5662","","RSPO3","ZNRF3"
"5663","","BTN1A1","NEGR1"
"5664","","SEMA3G","LILRA3"
"5665","","LTF","TNFRSF11B"
"5666","","SEMA3G","GP6"
"5667","","PSG9","DSCAM"
"5668","","IL23A","LILRA1"
"5669","","WFIKKN2","IGDCC4"
"5670","","F12","GP5"
"5671","","FGF2","ITGB3"
"5672","","CD40LG","CD9"
"5673","","BMP15","TGFBR1"
"5674","","WFIKKN2","PRTG"
"5675","","ADM","DCLK3"
"5676","","TNFSF9","FCRL1"
"5677","","FSTL5","LILRB2"
"5678","","ANGPTL7","LILRB2"
"5679","","ANGPTL1","ITGA1"
"5680","","ANGPTL1","ITGB1"
"5681","","NR0B2","FGFRL1"
"5682","","GRP","FAP"
"5683","","PSG4","DSCAM"
"5684","","VEGFA","CD44"
"5685","","SLITRK1","TNFRSF11B"
"5686","","TIMP3","DDR1"
"5687","","SPARC","FGFR1"
"5688","","MXRA5","CD69"
"5689","","NGF","ERBB2"
"5690","","SLC6A8","LIFR"
"5691","","F11","GP1BB"
"5692","","SPARC","ENG"
"5693","","NRG1","FCAMR"
"5694","","VWF","ITGA4"
"5695","","MXRA5","MPIG6B"
"5696","","IL23A","SIGLEC6"
"5697","","CALCA","DCLK3"
"5698","","HAPLN1","PRTG"
"5699","","FSTL5","LILRA1"
"5700","","F11","GP9"
"5701","","LGALS3","ENG"
"5702","","NRG2","NRP2"
"5703","","HAPLN1","TREML2"
"5704","","EGF","TNFRSF11B"
"5705","","MXRA5","AGER"
"5706","","BMP4","GREM2"
"5707","","NRG2","LRRTM2"
"5708","","PSG6","DSCAM"
"5709","","RSPO4","ZNRF3"
"5710","","CXCL10","TLR4"
"5711","","WFIKKN2","IGDCC3"
"5712","","PCSK9","LRP8"
"5713","","F11","GP5"
"5714","","MIA","ITGB1"
"5715","","IL11RA","CD40"
"5716","","MXRA5","MFAP3L"
"5717","","IMPG2","PRLR"
"5718","","NRG2","MPIG6B"
"5719","","VWF","ITGB1"
"5720","","IL21","IL4R"
"5721","","LTF","BTN3A2"
"5722","","IGFBPL1","DCC"
"5723","","IGSF10","MAG"
"5724","","S100A10","HTR1B"
"5725","","ADM2","DCLK3"
"5726","","FGB","CDH5"
"5727","","PCSK9","CD36"
"5728","","SLITRK1","ENPEP"
"5729","","IL5","CSF2RA"
"5730","","CD59","STAB1"
"5731","","FSTL5","CNTN5"
"5732","","KITLG","LRRN3"
"5733","","IL10","CD27"
"5734","","NPPB","FAP"
"5735","","MXRA5","AXL"
"5736","","MIA","ITGA5"
"5737","","VIP","ADRB1"
"5738","","RARRES1","NRP2"
"5739","","BPI","SLAMF9"
"5740","","IGSF1","ACVR1B"
"5741","","FRS3","FGFR1"
"5742","","SOCS2","EPOR"
"5743","","PI16","MFAP3L"
"5744","","HAPLN1","IL1RL1"
"5745","","PSG5","PDGFRA"
"5746","","GH1","EPOR"
"5747","","PSG7","DSCAM"
"5748","","IL11","IL6R"
"5749","","VWF","ITGA9"
"5750","","TGFB1","LPP"
"5751","","ADM","ACKR3"
"5752","","HAPLN1","IGDCC4"
"5753","","IGSF10","SLAMF9"
"5754","","ETV5","ERBB2"
"5755","","CCL5","DPP4"
"5756","","MXRA5","SIGLEC7"
"5757","","PSG5","TNFRSF12A"
"5758","","CALCA","ACKR3"
"5759","","GPC3","FLT1"
"5760","","HAPLN1","TNFRSF11B"
"5761","","CNTN6","PTPRG"
"5762","","MBL2","C1QB"
"5763","","ADO","ADORA2B"
"5764","","SCEL","ENG"
"5765","","APOB","TREM2"
"5766","","CLCF1","SORL1"
"5767","","GPC3","UNC5C"
"5768","","F12","GP9"
"5769","","GHRH","DPP4"
"5770","","CNTN4","LVRN"
"5771","","FSTL5","GP6"
"5772","","LTF","BOC"
"5773","","SNX14","HTR6"
"5774","","SLIT2","PLXNA1"
"5775","","LTF","AGER"
"5776","","HAPLN1","MPIG6B"
